Date,Open,High,Low,Close,Adj Close,Volume
2022/9/22,18534.65039,19456.91016,18415.5918,19413.55078,19413.55078,41135767926
2022/9/23,19412.40039,19464.67188,18617.55273,19297.63867,19297.63867,38896078052
2022/9/24,19296.99023,19310.19727,18861.97461,18937.01172,18937.01172,26149643168
2022/9/25,18936.31055,19134.73242,18696.46875,18802.09766,18802.09766,23359966112
2022/9/26,18803.90039,19274.87305,18721.28516,19222.67188,19222.67188,44148798321
2022/9/27,19221.83984,20338.45508,18915.66797,19110.54688,19110.54688,58571439619
2022/9/28,19104.62109,19688.34375,18553.29688,19426.7207,19426.7207,53071298734
2022/9/29,19427.7793,19589.26563,18924.35352,19573.05078,19573.05078,41037843771
2022/9/30,19573.43164,20109.84961,19265.66211,19431.78906,19431.78906,43975248085
2022/10/1,19431.10547,19471.1543,19231.08203,19312.0957,19312.0957,18719537670
2022/10/2,19311.84961,19370.30859,18970.62109,19044.10742,19044.10742,20765955327
2022/10/3,19044.06836,19653.54297,19025.22656,19623.58008,19623.58008,30484729489
2022/10/4,19623.58398,20380.34375,19523.83984,20336.84375,20336.84375,35887278685
2022/10/5,20335.90039,20343.74805,19801.80078,20160.7168,20160.7168,33223790572
2022/10/6,20161.03906,20408.39258,19900.08789,19955.44336,19955.44336,34711412966
2022/10/7,19957.55859,20041.08594,19395.79297,19546.84961,19546.84961,29227315390
2022/10/8,19546.32813,19601.69531,19299.41406,19416.56836,19416.56836,16437423167
2022/10/9,19417.47852,19542.53906,19349.25977,19446.42578,19446.42578,16837262532
2022/10/10,19446.41602,19515.4668,19102.97852,19141.48438,19141.48438,27425022774
2022/10/11,19139,19241.96094,18925.60352,19051.41797,19051.41797,28711532910
2022/10/12,19052.64648,19203.19922,19029.75781,19157.44531,19157.44531,24950173846
2022/10/13,19156.9668,19453.32813,18319.82227,19382.9043,19382.9043,44219840004
2022/10/14,19382.5332,19889.14648,19115.4082,19185.65625,19185.65625,38452356727
2022/10/15,19185.4375,19212.54102,19019.25,19067.63477,19067.63477,16192235532
2022/10/16,19068.91406,19389.60352,19068.91406,19268.09375,19268.09375,17988916650
2022/10/17,19268.5625,19635.80273,19173.33398,19550.75781,19550.75781,27472552998
2022/10/18,19550.4668,19666.99414,19144.76953,19334.41602,19334.41602,30580012344
2022/10/19,19335.02734,19348.41602,19127.6875,19139.53516,19139.53516,22425387184
2022/10/20,19138.08594,19315.19922,18971.45898,19053.74023,19053.74023,24493974420
2022/10/21,19053.20313,19237.38477,18770.9707,19172.46875,19172.46875,32459287866
2022/10/22,19172.38086,19248.06836,19132.24414,19208.18945,19208.18945,16104440957
2022/10/23,19207.73438,19646.65234,19124.19727,19567.00781,19567.00781,22128794335
2022/10/24,19577.7832,19589.125,19287.04688,19357.86914,19357.86914,30658250752
